#
# dateFormat="%Y %b %d %H:%M:%S"
# timeZone = "UTC"
#

# Initial commit from IDEAS 2013
2016 Nov 10 21:33:35	-5.816600	342.050000	0.035360	0.000000

# IDEAS 2013 Calibrations with TDL Cals producing direct output
2017 Jan 09 21:54:21	-5.816600	342.050000	0.035360	0.000000

# CVF1 Cal try 3
2017 Jan 24 21:50:38	-5.816600	342.050000	0.035360	0.000000

# P cal Jan 25 2017 2nd order
2017 Jan 25 18:28:42	-3.418100	353.690000	0.898500	0.000000

# UHSAS guess?
2017 Feb 07 21:01:04	-3.418100	353.690000	0.898500	0.000000

# CVFX5 after swap
2017 Feb 13 18:52:02	-3.418100	353.690000	0.898500	0.000000

# CVFX5 after swap v2
2017 Feb 13 18:55:49	-3.418100	353.690000	0.898500	0.000000

# WIBS to CVFX6
2017 Feb 13 19:23:15	-3.418100	353.690000	0.898500	0.000000


# Test CVF1 Offset Negative
2017 Feb 13 20:00:39	-3.418100	353.690000	0.898500	0.000000
